SID, PID ,SubClass,LotArea,LandContour,Utilities,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodel,BsmtQual,BsmtCond,TotalBsmtSF,Heating,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,GrLivArea,GarageCars,GarageArea,YrSold,SaleType, SalePrice , living_area,total_area_,ratio_living_to_totalLivingToTotal,ratio_lot_to_living,prie_per_leaving_sf,price_per_total_sf
2608,"$535,402,070.00 ",80,13400,Lvl,AllPub,NAmes,1Fam,SLvl,5,5,1966,1966,TA,TA,1024,GasA,Y,SBrkr,1086,0,1086,2,484,2006,WD ,"159,950","1,086","2,110",0.514691943,12.34,$147.28 ,$75.81 
2609,"$535,402,100.00 ",80,10184,Lvl,AllPub,NAmes,1Fam,SLvl,6,5,1963,1963,TA,TA,1083,GasA,Y,SBrkr,1146,0,1146,1,294,2006,WD ,"165,000","1,146","2,229",0.514131898,8.89,$143.98 ,$74.02 
2610,"$535,402,220.00 ",50,9786,Bnk,AllPub,NAmes,1Fam,1.5Fin,6,7,1962,1981,TA,TA,912,GasA,Y,SBrkr,1085,649,1734,2,440,2006,WD ,"159,000","1,734","2,646",0.655328798,5.64,$91.70 ,$60.09 
2611,"$535,402,230.00 ",20,9510,Lvl,AllPub,NAmes,1Fam,1Story,6,5,1962,1985,TA,TA,1135,GasA,Y,SBrkr,1207,0,1207,1,264,2006,WD ,"147,000","1,207","2,342",0.515371477,7.88,$121.79 ,$62.77 
2613,"$535,403,150.00 ",20,8910,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1959,1959,TA,TA,655,GasA,Y,SBrkr,1194,0,1194,2,539,2006,WD ,"159,500","1,194","1,849",0.645754462,7.46,$133.58 ,$86.26 
2615,"$535,404,080.00 ",20,7100,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1957,1957,TA,TA,816,GasA,Y,FuseA,816,0,816,1,308,2006,WD ,"129,900",816,"1,632",0.5,8.7,$159.19 ,$79.60 
2616,"$535,425,040.00 ",20,10800,Lvl,AllPub,NAmes,1Fam,1Story,6,6,1961,1992,TA,TA,1313,GasA,Y,SBrkr,1773,0,1773,2,418,2006,WD ,"183,000","1,773","3,086",0.574530136,6.09,$103.21 ,$59.30 
2617,"$535,425,050.00 ",20,11650,Lvl,AllPub,NAmes,1Fam,1Story,7,5,1959,1959,NA,NA,0,GasA,Y,FuseA,1472,0,1472,2,484,2006,WD ,"157,500","1,472","1,472",1,7.91,$107.00 ,$107.00 
2618,"$535,425,080.00 ",60,18275,HLS,AllPub,NAmes,1Fam,2Story,7,8,1962,1998,TA,TA,1438,GasA,Y,SBrkr,1900,548,2448,2,441,2006,WD ,"277,500","2,448","3,886",0.62995368,7.47,$113.36 ,$71.41 
2619,"$535,426,195.00 ",20,16321,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1957,1997,TA,TA,1484,GasA,Y,SBrkr,1600,0,1600,1,319,2006,WD ,"207,500","1,600","3,084",0.518806744,10.2,$129.69 ,$67.28 
2620,"$535,450,100.00 ",50,12144,Lvl,AllPub,NAmes,1Fam,1.5Fin,4,6,1950,1950,TA,TA,910,GasA,Y,SBrkr,910,611,1521,1,597,2006,WD ,"147,500","1,521","2,431",0.625668449,7.98,$96.98 ,$60.67 
2622,"$535,451,190.00 ",20,7200,Lvl,AllPub,NAmes,1Fam,1Story,5,7,1950,1950,NA,NA,0,GasA,Y,FuseF,1040,0,1040,2,625,2006,WD ,"109,500","1,040","1,040",1,6.92,$105.29 ,$105.29 
2623,"$535,451,210.00 ",20,7200,Lvl,AllPub,NAmes,1Fam,1Story,4,5,1950,1950,NA,NA,0,GasA,Y,FuseA,1040,0,1040,2,420,2006,WD ,"109,900","1,040","1,040",1,6.92,$105.67 ,$105.67 
2624,"$535,453,160.00 ",20,7560,Lvl,AllPub,NAmes,1Fam,1Story,5,5,1959,1959,TA,TA,1040,GasA,Y,FuseA,1040,0,1040,1,286,2006,WD ,"133,700","1,040","2,080",0.5,7.27,$128.56 ,$64.28 
2625,"$535,454,030.00 ",90,8544,Lvl,AllPub,NAmes,Duplex,1Story,3,4,1950,1950,NA,NA,0,Wall,N,FuseF,1040,0,1040,2,400,2006,WD ,"81,400","1,040","1,040",1,8.22,$78.27 ,$78.27 
2626,"$535,454,050.00 ",90,8544,Lvl,AllPub,NAmes,Duplex,1Story,3,4,1949,1950,NA,NA,0,Wall,N,FuseA,1040,0,1040,2,400,2006,WD ,"87,500","1,040","1,040",1,8.22,$84.13 ,$84.13 
2627,"$535,454,060.00 ",90,8544,Lvl,AllPub,NAmes,Duplex,1Story,3,4,1950,1950,NA,NA,0,GasA,N,FuseF,1040,0,1040,2,400,2006,WD ,"93,500","1,040","1,040",1,8.22,$89.90 ,$89.90 
2628,"$535,456,010.00 ",90,8512,Lvl,AllPub,NAmes,Duplex,1Story,5,5,1960,1960,TA,Fa,1556,GasA,Y,SBrkr,1556,0,1556,0,0,2006,WD ,"119,000","1,556","3,112",0.5,5.47,$76.48 ,$38.24 
2629,"$535,456,020.00 ",20,7945,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1959,1959,TA,TA,1150,GasA,Y,FuseA,1150,0,1150,1,300,2006,WD ,"141,000","1,150","2,300",0.5,6.91,$122.61 ,$61.30 
2630,"$535,457,070.00 ",20,7000,Lvl,AllPub,NAmes,1Fam,1Story,5,4,1961,1961,TA,TA,1150,GasA,Y,SBrkr,1150,0,1150,1,288,2006,WD ,"146,000","1,150","2,300",0.5,6.09,$126.96 ,$63.48 
2631,"$535,477,060.00 ",60,7590,Lvl,AllPub,NAmes,1Fam,2Story,6,5,1966,1966,TA,TA,660,GasA,Y,SBrkr,660,688,1348,2,453,2006,WD ,"155,000","1,348","2,008",0.671314741,5.63,$114.99 ,$77.19 
2632,"$535,478,010.00 ",85,10205,Lvl,AllPub,NAmes,1Fam,SFoyer,5,5,1962,1962,TA,TA,925,GasA,Y,SBrkr,999,0,999,1,300,2006,WD ,"134,500",999,"1,924",0.519230769,10.22,$134.63 ,$69.91 
2633,"$535,478,070.00 ",20,7400,Lvl,AllPub,NAmes,1Fam,1Story,7,6,1962,1962,TA,TA,1045,GasA,Y,SBrkr,1045,0,1045,2,528,2006,WD ,"120,000","1,045","2,090",0.5,7.08,$114.83 ,$57.42 
2634,"$535,478,090.00 ",20,7000,Lvl,AllPub,NAmes,1Fam,1Story,5,6,1962,1962,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,336,2006,WD ,"105,000",864,"1,728",0.5,8.1,$121.53 ,$60.76 
2635,"$535,478,110.00 ",190,7000,Lvl,AllPub,NAmes,2fmCon,SFoyer,5,5,1962,1962,TA,TA,1025,GasA,Y,SBrkr,1025,0,1025,0,0,2006,WD ,"124,000","1,025","2,050",0.5,6.83,$120.98 ,$60.49 
2672,"$903,202,120.00 ",50,6435,Lvl,AllPub,BrkSide,1Fam,1.5Fin,6,5,1939,1950,TA,TA,972,GasA,Y,SBrkr,972,605,1577,1,312,2006,WD ,"140,200","1,577","2,549",0.61867399,4.08,$88.90 ,$55.00 
2673,"$903,206,160.00 ",70,11737,Bnk,AllPub,BrkSide,1Fam,2Story,6,7,1924,1996,TA,TA,848,GasW,N,SBrkr,1017,810,1827,1,240,2006,WD ,"202,500","1,827","2,675",0.682990654,6.42,$110.84 ,$75.70 
2686,"$903,400,030.00 ",30,11672,Lvl,AllPub,BrkSide,1Fam,1Story,5,5,1925,1950,TA,TA,816,GasA,Y,FuseA,816,0,816,1,210,2006,WD ,"109,000",816,"1,632",0.5,14.3,$133.58 ,$66.79 
2688,"$903,425,340.00 ",190,9873,Lvl,AllPub,BrkSide,2fmCon,1Story,4,5,1970,1970,TA,TA,960,GasW,N,SBrkr,960,0,960,2,576,2006,WD ,"129,000",960,"1,920",0.5,10.28,$134.38 ,$67.19 
2699,"$904,100,030.00 ",50,12375,Lvl,AllPub,Sawyer,1Fam,1.5Fin,5,5,1951,1951,TA,TA,806,GasA,Y,SBrkr,1081,341,1422,1,288,2006,WD ,"137,500","1,422","2,228",0.638240575,8.7,$96.69 ,$61.71 
2700,"$904,100,090.00 ",90,11136,Lvl,AllPub,Sawyer,Duplex,1Story,6,5,1964,1964,TA,TA,1921,GasA,Y,SBrkr,1921,0,1921,2,576,2006,WD ,"150,000","1,921","3,842",0.5,5.8,$78.08 ,$39.04 
2701,"$904,100,170.00 ",20,21370,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1950,1950,NA,NA,0,GasA,Y,FuseA,1640,0,1640,2,394,2006,WD ,"131,000","1,640","1,640",1,13.03,$79.88 ,$79.88 
2703,"$904,301,410.00 ",30,8250,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1935,1950,NA,NA,0,GasA,N,SBrkr,1032,0,1032,1,260,2006,WD ,"125,000","1,032","1,032",1,7.99,$121.12 ,$121.12 
2704,"$904,302,020.00 ",30,5220,Lvl,AllPub,SWISU,1Fam,1Story,5,3,1936,1950,TA,TA,830,GasA,Y,SBrkr,879,0,879,1,180,2006,WD ,"80,000",879,"1,709",0.514335869,5.94,$91.01 ,$46.81 
2705,"$904,302,030.00 ",20,5500,Lvl,AllPub,SWISU,1Fam,1Story,7,5,2004,2004,Gd,Gd,1073,GasA,Y,SBrkr,1073,0,1073,1,246,2006,WD ,"157,000","1,073","2,146",0.5,5.13,$146.32 ,$73.16 
2706,"$905,100,030.00 ",20,11235,Lvl,AllPub,Sawyer,1Fam,1Story,4,5,1963,1979,TA,TA,1051,GasA,Y,SBrkr,1382,0,1382,2,459,2006,WD ,"148,000","1,382","2,433",0.568023017,8.13,$107.09 ,$60.83 
2707,"$905,101,330.00 ",90,10791,Lvl,AllPub,Sawyer,Duplex,1Story,4,5,1967,1967,NA,NA,0,GasA,Y,SBrkr,1296,0,1296,2,516,2006,WD ,"90,000","1,296","1,296",1,8.33,$69.44 ,$69.44 
2708,"$905,101,450.00 ",20,8414,Lvl,AllPub,Sawyer,1Fam,1Story,6,8,1963,2003,TA,TA,1059,GasA,Y,SBrkr,1068,0,1068,1,264,2006,WD ,"154,500","1,068","2,127",0.502115656,7.88,$144.66 ,$72.64 
2709,"$905,103,130.00 ",20,11327,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1967,1967,TA,TA,1064,GasA,Y,SBrkr,1064,0,1064,2,528,2006,WD ,"153,600","1,064","2,128",0.5,10.65,$144.36 ,$72.18 
2711,"$905,103,180.00 ",80,10366,Lvl,AllPub,Sawyer,1Fam,SLvl,6,7,1964,1964,TA,TA,912,GasA,Y,SBrkr,934,0,934,1,336,2006,WD ,"132,000",934,"1,846",0.50595883,11.1,$141.33 ,$71.51 
2713,"$905,106,210.00 ",20,11553,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1968,1968,TA,TA,1051,GasA,Y,SBrkr,1159,0,1159,1,336,2006,WD ,"158,000","1,159","2,210",0.524434389,9.97,$136.32 ,$71.49 
2714,"$905,107,070.00 ",60,7844,Lvl,AllPub,Sawyer,1Fam,2Story,6,7,1978,1978,TA,TA,672,GasA,Y,SBrkr,672,728,1400,2,440,2006,WD ,"149,500","1,400","2,072",0.675675676,5.6,$106.79 ,$72.15 
2715,"$905,107,220.00 ",20,9535,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1967,1967,TA,TA,1176,GasA,Y,SBrkr,1458,0,1458,2,512,2006,WD ,"165,000","1,458","2,634",0.553530752,6.54,$113.17 ,$62.64 
2716,"$905,107,240.00 ",20,10335,Lvl,AllPub,Sawyer,1Fam,1Story,5,6,1968,1993,TA,TA,1461,GasA,Y,SBrkr,1721,0,1721,2,440,2006,WD ,"180,000","1,721","3,182",0.540854808,6.01,$104.59 ,$56.57 
2717,"$905,107,300.00 ",80,7176,Lvl,AllPub,Sawyer,1Fam,SLvl,6,6,1978,1978,TA,Gd,960,GasA,Y,SBrkr,1040,0,1040,2,616,2006,WD ,"160,500","1,040","2,000",0.52,6.9,$154.33 ,$80.25 
2718,"$905,108,090.00 ",90,9662,Lvl,AllPub,Sawyer,Duplex,1Story,5,4,1977,1977,Gd,TA,1967,GasA,Y,SBrkr,1967,0,1967,2,580,2006,WD ,"156,500","1,967","3,934",0.5,4.91,$79.56 ,$39.78 
2719,"$905,108,120.00 ",90,8235,Lvl,AllPub,Sawyer,Duplex,1Story,5,4,1977,1977,TA,TA,1949,GasA,Y,SBrkr,1949,0,1949,2,586,2006,WD ,"157,000","1,949","3,898",0.5,4.23,$80.55 ,$40.28 
2720,"$905,200,280.00 ",50,13650,Lvl,AllPub,Sawyer,1Fam,1.5Fin,5,5,1958,1958,TA,TA,1052,GasA,Y,SBrkr,1252,668,1920,2,451,2006,WD ,"172,500","1,920","2,972",0.64602961,7.11,$89.84 ,$58.04 
2721,"$905,200,290.00 ",20,13125,Lvl,AllPub,Sawyer,1Fam,1Story,5,4,1957,2000,TA,TA,1134,GasA,Y,SBrkr,1803,0,1803,2,484,2006,WD ,"155,000","1,803","2,937",0.613891726,7.28,$85.97 ,$52.77 
2723,"$905,200,380.00 ",30,17529,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1924,1950,TA,TA,872,GasA,N,FuseF,872,0,872,1,322,2006,WD ,"105,000",872,"1,744",0.5,20.1,$120.41 ,$60.21 
2724,"$905,200,490.00 ",80,10246,Lvl,AllPub,Sawyer,1Fam,SLvl,4,9,1965,2001,TA,Gd,648,GasA,Y,SBrkr,960,0,960,1,364,2006,WD ,"145,000",960,"1,608",0.597014925,10.67,$151.04 ,$90.17 
2725,"$905,201,090.00 ",20,14175,Bnk,AllPub,Sawyer,1Fam,1Story,5,6,1956,1987,TA,TA,1188,GasA,Y,SBrkr,1437,0,1437,2,576,2006,WD ,"168,000","1,437","2,625",0.547428571,9.86,$116.91 ,$64.00 
2726,"$905,202,190.00 ",20,20355,Low,AllPub,ClearCr,1Fam,1Story,7,6,1967,1967,Gd,TA,1865,GasA,Y,SBrkr,1830,0,1830,2,521,2006,WD ,"278,000","1,830","3,695",0.49526387,11.12,$151.91 ,$75.24 
2727,"$905,202,210.00 ",20,13050,Low,AllPub,ClearCr,1Fam,1Story,5,6,1963,1963,Gd,TA,1000,GasA,Y,SBrkr,1000,0,1000,2,575,2006,WD ,"164,000","1,000","2,000",0.5,13.05,$164.00 ,$82.00 
2728,"$905,225,080.00 ",50,15593,Lvl,AllPub,ClearCr,1Fam,1.5Fin,7,4,1953,1953,TA,TA,1304,GasW,Y,SBrkr,1304,983,2287,2,667,2006,WD ,"225,000","2,287","3,591",0.636869953,6.82,$98.38 ,$62.66 
2729,"$905,300,010.00 ",85,10820,Lvl,AllPub,Sawyer,1Fam,SFoyer,5,7,1971,1972,Gd,TA,782,GasA,Y,SBrkr,810,0,810,2,576,2006,WD ,"130,000",810,"1,592",0.50879397,13.36,$160.49 ,$81.66 
2730,"$905,300,080.00 ",20,13350,Lvl,AllPub,Sawyer,1Fam,1Story,5,5,1974,1974,TA,TA,864,GasA,Y,SBrkr,894,0,894,2,440,2006,WD ,"142,500",894,"1,758",0.508532423,14.93,$159.40 ,$81.06 
2731,"$905,351,045.00 ",150,1700,HLS,AllPub,ClearCr,Twnhs,1.5Fin,7,5,1980,1981,Gd,TA,430,GasA,Y,SBrkr,880,680,1700,1,450,2006,WD ,"148,400","1,560","1,990",0.783919598,1.09,$95.13 ,$74.57 
2733,"$905,402,110.00 ",20,9375,Lvl,AllPub,Edwards,1Fam,1Story,4,5,1954,1954,TA,TA,967,GasA,Y,SBrkr,1350,0,1350,2,504,2006,WD ,"146,000","1,350","2,317",0.582649978,6.94,$108.15 ,$63.01 
2735,"$905,426,100.00 ",20,7800,Bnk,AllPub,Edwards,1Fam,2Story,5,8,1948,2002,TA,Gd,896,GasA,Y,SBrkr,1112,896,2008,1,230,2006,WD ,"225,000","2,008","2,904",0.691460055,3.88,$112.05 ,$77.48 
2737,"$905,427,010.00 ",70,19950,Lvl,AllPub,Edwards,1Fam,2Story,6,7,1928,1950,TA,TA,672,GasA,Y,SBrkr,1337,672,2009,3,795,2006,WD ,"235,000","2,009","2,681",0.749347258,9.93,$116.97 ,$87.65 
2738,"$905,427,030.00 ",75,19800,Lvl,AllPub,Edwards,1Fam,2.5Unf,6,8,1935,1990,TA,TA,1836,GasA,Y,SBrkr,1836,1836,3672,2,836,2006,WD ,"415,000","3,672","5,508",0.666666667,5.39,$113.02 ,$75.34 
2739,"$905,427,140.00 ",80,11679,Lvl,AllPub,Edwards,1Fam,SLvl,5,5,1962,1962,TA,TA,1776,GasA,Y,SBrkr,1560,0,1560,2,528,2006,WD ,"182,000","1,560","3,336",0.467625899,7.49,$116.67 ,$54.56 
2740,"$905,451,050.00 ",20,12048,Lvl,AllPub,Edwards,1Fam,1Story,5,6,1952,2002,NA,NA,0,GasA,Y,SBrkr,1488,0,1488,2,569,2006,WD ,"135,000","1,488","1,488",1,8.1,$90.73 ,$90.73 
2741,"$905,451,410.00 ",20,10519,Lvl,AllPub,Edwards,1Fam,1Story,5,8,1955,1999,TA,TA,1057,GasA,Y,SBrkr,1057,0,1057,1,288,2006,WD ,"137,000","1,057","2,114",0.5,9.95,$129.61 ,$64.81 
2742,"$905,452,140.00 ",50,9525,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,4,1954,1972,TA,Fa,994,GasA,Y,SBrkr,1216,639,1855,1,325,2006,WD ,"136,900","1,855","2,849",0.651105651,5.13,$73.80 ,$48.05 
2743,"$905,452,150.00 ",50,9525,Lvl,AllPub,Edwards,1Fam,1.5Fin,6,5,1953,1953,TA,TA,1000,GasA,Y,SBrkr,1068,541,1609,1,305,2006,WD ,"149,900","1,609","2,609",0.616711384,5.92,$93.16 ,$57.45 
2744,"$905,475,150.00 ",20,6420,Lvl,AllPub,Edwards,1Fam,1Story,5,7,1952,1952,Ex,Gd,980,GasA,Y,FuseA,1148,0,1148,1,308,2006,WD ,"123,500","1,148","2,128",0.539473684,5.59,$107.58 ,$58.04 
2745,"$905,477,010.00 ",20,8335,Lvl,AllPub,Edwards,1Fam,1Story,5,5,1954,1954,NA,NA,0,GasA,Y,SBrkr,1124,0,1124,0,0,2006,WD ,"93,000","1,124","1,124",1,7.42,$82.74 ,$82.74 
2746,"$905,480,160.00 ",50,7585,Lvl,AllPub,Edwards,1Fam,1.5Fin,5,3,1948,1950,Fa,Fa,810,GasA,Y,FuseA,1002,454,1456,1,280,2006,WD ,"91,500","1,456","2,266",0.642541924,5.21,$62.84 ,$40.38 
2747,"$906,202,040.00 ",20,11200,Lvl,AllPub,SawyerW,1Fam,1Story,6,5,1985,1985,Gd,TA,1298,GasA,Y,SBrkr,1298,0,1298,2,403,2006,WD ,"180,000","1,298","2,596",0.5,8.63,$138.67 ,$69.34 
2749,"$906,223,180.00 ",60,9554,Lvl,AllPub,SawyerW,1Fam,2Story,8,5,1993,1994,Gd,TA,777,GasA,Y,SBrkr,1065,846,1911,2,471,2006,WD ,"215,000","1,911","2,688",0.7109375,5,$112.51 ,$79.99 
2750,"$906,225,180.00 ",90,9069,Lvl,AllPub,SawyerW,Duplex,SFoyer,6,8,1993,1993,Gd,TA,1344,GasA,Y,SBrkr,1440,0,1440,4,920,2006,WD ,"224,500","1,440","2,784",0.517241379,6.3,$155.90 ,$80.64 
2759,"$906,392,100.00 ",20,11645,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,1734,GasA,Y,SBrkr,1734,0,1734,2,660,2006,WD ,"260,000","1,734","3,468",0.5,6.72,$149.94 ,$74.97 
2762,"$906,394,040.00 ",20,9316,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2005,2005,Gd,TA,1614,GasA,Y,SBrkr,1614,0,1614,2,576,2006,WD ,"225,000","1,614","3,228",0.5,5.77,$139.41 ,$69.70 
2763,"$906,394,060.00 ",60,9316,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2005,2005,Gd,TA,784,GasA,Y,SBrkr,784,812,1596,2,610,2006,WD ,"181,000","1,596","2,380",0.670588235,5.84,$113.41 ,$76.05 
2765,"$906,426,090.00 ",20,36500,Low,AllPub,ClearCr,1Fam,1Story,5,5,1964,1964,TA,TA,1624,GasA,Y,SBrkr,1582,0,1582,2,390,2006,WD ,"190,000","1,582","3,206",0.493449782,23.07,$120.10 ,$59.26 
2766,"$906,475,050.00 ",80,21453,Low,AllPub,ClearCr,1Fam,SLvl,6,5,1969,1969,TA,TA,938,GasA,Y,SBrkr,988,0,988,2,540,2006,WD ,"180,000",988,"1,926",0.51298027,21.71,$182.19 ,$93.46 
2767,"$906,475,200.00 ",20,70761,Low,AllPub,ClearCr,1Fam,1Story,7,5,1975,1975,Gd,TA,1533,GasA,Y,SBrkr,1533,0,1533,2,576,2006,WD ,"280,000","1,533","3,066",0.5,46.16,$182.65 ,$91.32 
2769,"$907,125,020.00 ",85,8846,Lvl,AllPub,CollgCr,1Fam,SFoyer,5,5,1996,1996,Gd,TA,870,GasA,Y,SBrkr,914,0,914,2,576,2006,WD ,"148,000",914,"1,784",0.512331839,9.68,$161.93 ,$82.96 
2770,"$907,125,080.00 ",20,13015,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1996,1996,Gd,TA,1100,GasA,Y,SBrkr,1100,0,1100,2,462,2006,WD ,"145,000","1,100","2,200",0.5,11.83,$131.82 ,$65.91 
2771,"$907,130,110.00 ",60,12438,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1995,1995,Gd,TA,781,GasA,Y,SBrkr,795,704,1499,2,473,2006,WD ,"187,000","1,499","2,280",0.65745614,8.3,$124.75 ,$82.02 
2772,"$907,131,070.00 ",20,8685,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1998,1998,Gd,TA,1425,GasA,Y,SBrkr,1425,0,1425,2,591,2006,WD ,"193,000","1,425","2,850",0.5,6.09,$135.44 ,$67.72 
2773,"$907,135,230.00 ",20,13568,Lvl,AllPub,CollgCr,1Fam,1Story,5,5,1995,1995,Gd,TA,990,GasA,Y,SBrkr,990,0,990,2,576,2006,WD ,"156,000",990,"1,980",0.5,13.71,$157.58 ,$78.79 
2774,"$907,175,030.00 ",20,9100,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2000,2000,Gd,TA,1525,GasA,Y,SBrkr,1525,0,1525,2,541,2006,WD ,"235,000","1,525","3,050",0.5,5.97,$154.10 ,$77.05 
2775,"$907,175,060.00 ",20,9236,Lvl,AllPub,CollgCr,1Fam,1Story,6,5,1997,1997,Gd,TA,1479,GasA,Y,SBrkr,1494,0,1494,2,576,2006,WD ,"217,000","1,494","2,973",0.502522704,6.18,$145.25 ,$72.99 
2776,"$907,180,120.00 ",20,10264,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,1999,1999,Gd,TA,1588,GasA,Y,SBrkr,1588,0,1588,2,472,2006,WD ,"214,000","1,588","3,176",0.5,6.46,$134.76 ,$67.38 
2777,"$907,181,090.00 ",60,9272,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1999,1999,Gd,TA,842,GasA,Y,SBrkr,856,893,1749,2,515,2006,WD ,"196,000","1,749","2,591",0.675028946,5.3,$112.06 ,$75.65 
2778,"$907,187,010.00 ",60,13426,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,1999,2000,Gd,TA,951,GasA,Y,SBrkr,951,828,1779,2,586,2006,WD ,"217,000","1,779","2,730",0.651648352,7.55,$121.98 ,$79.49 
2779,"$907,192,010.00 ",60,13450,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,916,GasA,Y,SBrkr,920,941,1861,2,492,2006,WD ,"200,000","1,861","2,777",0.670147641,7.23,$107.47 ,$72.02 
2780,"$907,194,130.00 ",60,14006,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,936,GasA,Y,SBrkr,936,840,1776,2,474,2006,WD ,"192,500","1,776","2,712",0.654867257,7.89,$108.39 ,$70.98 
2781,"$907,196,020.00 ",20,13704,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2001,2002,Gd,TA,1541,GasA,Y,SBrkr,1541,0,1541,3,843,2006,WD ,"205,000","1,541","3,082",0.5,8.89,$133.03 ,$66.52 
2782,"$907,200,170.00 ",80,10780,Lvl,AllPub,CollgCr,1Fam,SLvl,5,5,1976,1976,TA,TA,911,GasA,Y,SBrkr,954,0,954,2,576,2006,WD ,"132,500",954,"1,865",0.51152815,11.3,$138.89 ,$71.05 
2783,"$907,201,160.00 ",60,8340,Lvl,AllPub,CollgCr,1Fam,2Story,6,6,1977,1977,Gd,TA,675,GasA,Y,SBrkr,686,702,1388,1,317,2006,WD ,"157,500","1,388","2,063",0.672806592,6.01,$113.47 ,$76.35 
2784,"$907,201,230.00 ",80,10385,Lvl,AllPub,CollgCr,1Fam,SLvl,6,6,1978,1978,TA,Gd,995,GasA,Y,SBrkr,1282,0,1282,3,672,2006,WD ,"174,000","1,282","2,277",0.56302152,8.1,$135.73 ,$76.42 
2785,"$907,202,140.00 ",20,9920,Lvl,AllPub,CollgCr,1Fam,1Story,5,6,1969,1969,Gd,TA,971,GasA,Y,SBrkr,971,0,971,1,300,2006,WD ,"128,500",971,"1,942",0.5,10.22,$132.34 ,$66.17 
2786,"$907,203,010.00 ",20,9560,Lvl,AllPub,CollgCr,1Fam,1Story,5,7,1972,1972,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,288,2006,WD ,"128,500",864,"1,728",0.5,11.06,$148.73 ,$74.36 
2788,"$907,227,090.00 ",20,7200,Low,AllPub,CollgCr,1Fam,1Story,5,8,1972,1972,TA,TA,864,GasA,Y,SBrkr,864,0,864,1,297,2006,WD ,"119,900",864,"1,728",0.5,8.33,$138.77 ,$69.39 
2790,"$907,251,100.00 ",60,11367,Lvl,AllPub,CollgCr,1Fam,2Story,8,5,2002,2002,Gd,TA,1065,GasA,Y,SBrkr,1091,898,1989,2,586,2006,WD ,"255,000","1,989","3,054",0.651277014,5.71,$128.21 ,$83.50 
2791,"$907,252,050.00 ",60,9930,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,826,GasA,Y,SBrkr,878,884,1762,2,591,2006,WD ,"222,000","1,762","2,588",0.680834621,5.64,$125.99 ,$85.78 
2792,"$907,254,050.00 ",60,9468,Lvl,AllPub,CollgCr,1Fam,2Story,6,5,1999,1999,Gd,TA,840,GasA,Y,SBrkr,840,915,1755,2,530,2006,WD ,"214,000","1,755","2,595",0.676300578,5.39,$121.94 ,$82.47 
2793,"$907,255,010.00 ",20,11088,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2002,2002,Gd,TA,1348,GasA,Y,SBrkr,1358,0,1358,2,418,2006,WD ,"220,000","1,358","2,706",0.501847746,8.16,$162.00 ,$81.30 
2794,"$907,255,050.00 ",20,14781,Lvl,AllPub,CollgCr,1Fam,1Story,8,5,2001,2002,Gd,TA,1753,GasA,Y,SBrkr,1787,0,1787,3,748,2006,WD ,"275,000","1,787","3,540",0.50480226,8.27,$153.89 ,$77.68 
2795,"$907,262,080.00 ",60,8726,Lvl,AllPub,CollgCr,1Fam,2Story,7,5,2002,2002,Gd,TA,872,GasA,Y,SBrkr,872,1037,1909,2,529,2006,WD ,"197,000","1,909","2,781",0.686443725,4.57,$103.20 ,$70.84 
2796,"$907,265,030.00 ",20,8125,Lvl,AllPub,CollgCr,1Fam,1Story,7,5,2002,2002,Gd,TA,1654,GasA,Y,SBrkr,1654,0,1654,3,900,2006,WD ,"230,000","1,654","3,308",0.5,4.91,$139.06 ,$69.53 
